,Date,Debate Type,Speaker,Sents
135,10-9-16,general,TRUMP,I am going to help the inner cities.
136,10-9-16,general,TRUMP,She's done a terrible job for the African-Americans.
137,10-9-16,general,TRUMP,"She wants their vote, and she does nothing, and then she comes back four years later."
138,10-9-16,general,TRUMP,We saw that firsthand when she was United States senator.
139,10-9-16,general,TRUMP,She campaigned where the primary part of her campaign...
140,10-9-16,general,RADDATZ," Mr. Trump, Mr. Trump—I want to get to audience questions and online questions."
141,10-9-16,general,TRUMP," So, she's allowed to do that, but I'm not allowed to respond?"
142,10-9-16,general,RADDATZ, You're going to have—you're going to get to respond right now.
143,10-9-16,general,TRUMP, Sounds fair.
144,10-9-16,general,RADDATZ, This tape is generating intense interest.
145,10-9-16,general,RADDATZ,"In just 48 hours, it's become the single most talked about story of the entire 2016 election on Facebook, with millions and millions of people discussing it on the social network."
146,10-9-16,general,RADDATZ,"As we said a moment ago, we do want to bring in questions from voters around country via social media, and our first stays on this topic."
147,10-9-16,general,RADDATZ,"Jeff from Ohio asks on Facebook, ""Trump says the campaign has changed him."
148,10-9-16,general,RADDATZ,"When did that happen?"""
149,10-9-16,general,RADDATZ,"So, Mr. Trump, let me add to that."
150,10-9-16,general,RADDATZ,"When you walked off that bus at age 59, were you a different man or did that behavior continue until just recently?"
151,10-9-16,general,RADDATZ,And you have two minutes for this.
152,10-9-16,general,TRUMP," It was locker room talk, as I told you."
153,10-9-16,general,TRUMP,That was locker room talk.
154,10-9-16,general,TRUMP,I'm not proud of it.
155,10-9-16,general,TRUMP,"I am a person who has great respect for people, for my family, for the people of this country."
156,10-9-16,general,TRUMP,"And certainly, I'm not proud of it."
157,10-9-16,general,TRUMP,But that was something that happened.
158,10-9-16,general,TRUMP,"If you look at Bill Clinton, far worse."
159,10-9-16,general,TRUMP,"Mine are words, and his was action."
160,10-9-16,general,TRUMP,His was what he's done to women.
161,10-9-16,general,TRUMP,There's never been anybody in the history politics in this nation that's been so abusive to women.
162,10-9-16,general,TRUMP,"So you can say any way you want to say it, but Bill Clinton was abusive to women."
163,10-9-16,general,TRUMP,Hillary Clinton attacked those same women and attacked them viciously.
164,10-9-16,general,TRUMP,Four of them here tonight.
165,10-9-16,general,TRUMP,"One of the women, who is a wonderful woman, at 12 years old, was raped at 12."
166,10-9-16,general,TRUMP,"Her client she represented got him off, and she's seen laughing on two separate occasions, laughing at the girl who was raped."
167,10-9-16,general,TRUMP,"Kathy Shelton, that young woman is here with us tonight."
168,10-9-16,general,TRUMP,So don't tell me about words.
169,10-9-16,general,TRUMP,I am absolutely—I apologize for those words.
170,10-9-16,general,TRUMP,But it is things that people say.
171,10-9-16,general,TRUMP,"But what President Clinton did, he was impeached, he lost his license to practice law."
172,10-9-16,general,TRUMP,"He had to pay an $850,000 fine to one of the women."
173,10-9-16,general,TRUMP,"Paula Jones, who's also here tonight."
174,10-9-16,general,TRUMP,"And I will tell you that when Hillary brings up a point like that and she talks about words that I said 11 years ago, I think it's disgraceful, and I think she should be ashamed of herself, if you want to know the truth."
175,10-9-16,general,TRUMP,[applause]
176,10-9-16,general,RADDATZ, Can we please hold the applause?
177,10-9-16,general,RADDATZ,"Secretary Clinton, you have two minutes."
178,10-9-16,general,CLINTON," Well, first, let me start by saying that so much of what he's just said is not right, but he gets to run his campaign any way he chooses."
179,10-9-16,general,CLINTON,He gets to decide what he wants to talk about.
180,10-9-16,general,CLINTON,"Instead of answering people's questions, talking about our agenda, laying out the plans that we have that we think can make a better life and a better country, that's his choice."
181,10-9-16,general,CLINTON,"When I hear something like that, I am reminded of what my friend, Michelle Obama, advised us all: When they go low, you go high."
182,10-9-16,general,CLINTON,"[applause]

And, look, if this were just about one video, maybe what he's saying tonight would be understandable, but everyone can draw their own conclusions at this point about whether or not the man in the video or the man on the stage respects women."
183,10-9-16,general,CLINTON,But he never apologizes for anything to anyone.
184,10-9-16,general,CLINTON,"He never apologized to Mr. and Mrs. Khan, the Gold Star family whose son, Captain Khan, died in the line of duty in Iraq."
185,10-9-16,general,CLINTON,And Donald insulted and attacked them for weeks over their religion.
186,10-9-16,general,CLINTON,"He never apologized to the distinguished federal judge who was born in Indiana, but Donald said he couldn't be trusted to be a judge because his parents were, quote, ""Mexican."""
187,10-9-16,general,CLINTON,He never apologized to the reporter that he mimicked and mocked on national television and our children were watching.
188,10-9-16,general,CLINTON,And he never apologized for the racist lie that President Obama was not born in the United States of America.
189,10-9-16,general,CLINTON,"He owes the president an apology, he owes our country an apology, and he needs to take responsibility for his actions and his words."
190,10-9-16,general,TRUMP," Well, you owe the president an apology, because as you know very well, your campaign, Sidney Blumenthal—he's another real winner that you have—and he's the one that got this started, along with your campaign manager, and they were on television just two weeks ago, she was, saying exactly that."
191,10-9-16,general,TRUMP,So you really owe him an apology.
192,10-9-16,general,TRUMP,"You're the one that sent the pictures around your campaign, sent the pictures around with President Obama in a certain garb."
193,10-9-16,general,TRUMP,"That was long before I was ever involved, so you actually owe an apology."
194,10-9-16,general,TRUMP,"Number two, Michelle Obama."
195,10-9-16,general,TRUMP,I've gotten to see the commercials that they did on you.
196,10-9-16,general,TRUMP,"And I've gotten to see some of the most vicious commercials I've ever seen of Michelle Obama talking about you, Hillary."
197,10-9-16,general,TRUMP,"So, you talk about friend?"
198,10-9-16,general,TRUMP,"Go back and take a look at those commercials, a race where you lost fair and square, unlike the Bernie Sanders race, where you won, but not fair and square, in my opinion."
199,10-9-16,general,TRUMP,"And all you have to do is take a look at WikiLeaks and just see what they say about Bernie Sanders and see what Deborah Wasserman Schultz had in mind, because Bernie Sanders, between super-delegates and Deborah Wasserman Schultz, he never had a chance."
200,10-9-16,general,TRUMP,And I was so surprised to see him sign on with the devil.
201,10-9-16,general,TRUMP,"But when you talk about apology, I think the one that you should really be apologizing for and the thing that you should be apologizing for are the 33,000 e-mails that you deleted, and that you acid washed, and then the two boxes of e-mails and other things last week that were taken from an office and are now missing."
202,10-9-16,general,TRUMP,And I'll tell you what.
203,10-9-16,general,TRUMP,"I didn't think I'd say this, but I'm going to say it, and I hate to say it."
204,10-9-16,general,TRUMP,"But if I win, I am going to instruct my attorney general to get a special prosecutor to look into your situation, because there has never been so many lies, so much deception."
205,10-9-16,general,TRUMP,"There has never been anything like it, and we're going to have a special prosecutor."
206,10-9-16,general,TRUMP,"When I speak, I go out and speak, the people of this country are furious."
207,10-9-16,general,TRUMP,"In my opinion, the people that have been long-term workers at the FBI are furious."
208,10-9-16,general,TRUMP,"There has never been anything like this, where e-mails—and you get a subpoena, you get a subpoena, and after getting the subpoena, you delete 33,000 e-mails, and then you acid wash them or bleach them, as you would say, very expensive process."
209,10-9-16,general,TRUMP,"So we're going to get a special prosecutor, and we're going to look into it, because you know what?"
210,10-9-16,general,TRUMP,People have been—their lives have been destroyed for doing one-fifth of what you've done.
211,10-9-16,general,TRUMP,And it's a disgrace.
212,10-9-16,general,TRUMP,"And honestly, you ought to be ashamed of yourself."
213,10-9-16,general,RADDATZ," Secretary Clinton, I want to follow up on that."
214,10-9-16,general,RADDATZ,[crosstalk]
215,10-9-16,general,RADDATZ, I'm going to let you talk about e-mails.
216,10-9-16,general,CLINTON," ... because everything he just said is absolutely false, but I'm not surprised."
217,10-9-16,general,TRUMP," Oh, really?"
218,10-9-16,general,CLINTON, In the first debate...[laughter]
219,10-9-16,general,RADDATZ," And really, the audience needs to calm down here."
220,10-9-16,general,CLINTON, ...
221,10-9-16,general,CLINTON,I told people that it would be impossible to be fact-checking Donald all the time.
222,10-9-16,general,CLINTON,I'd never get to talk about anything I want to do and how we're going to really make lives better for people.
223,10-9-16,general,CLINTON,"So, once again, go to HillaryClinton.com."
224,10-9-16,general,CLINTON,We have literally Trump—you can fact check him in real time.
225,10-9-16,general,CLINTON,"Last time at the first debate, we had millions of people fact checking, so I expect we'll have millions more fact checking, because, you know, it is—it's just awfully good that someone with the temperament of Donald Trump is not in charge of the law in our country."
226,10-9-16,general,TRUMP, Because you'd be in jail.
227,10-9-16,general,TRUMP,[applause]
228,10-9-16,general,RADDATZ, Secretary Clinton...
229,10-9-16,general,COOPER, We want to remind the audience to please not talk out loud.
230,10-9-16,general,COOPER,Please do not applaud.
231,10-9-16,general,COOPER,You're just wasting time.
232,10-9-16,general,RADDATZ," And, Secretary Clinton, I do want to follow up on e- mails."
233,10-9-16,general,RADDATZ,You've said your handing of your e-mails was a mistake.
234,10-9-16,general,RADDATZ,"You disagreed with FBI Director James Comey, calling your handling of classified information, quote, ""extremely careless."""
235,10-9-16,general,RADDATZ,"The FBI said that there were 110 classified e-mails that were exchanged, eight of which were top secret, and that it was possible hostile actors did gain access to those e-mails."
236,10-9-16,general,RADDATZ,You don't call that extremely careless?
237,10-9-16,general,CLINTON," Well, Martha, first, let me say—and I've said before, but I'll repeat it, because I want everyone to hear it—that was a mistake, and I take responsibility for using a personal e-mail account."
238,10-9-16,general,CLINTON,"Obviously, if I were to do it over again, I would not."
239,10-9-16,general,CLINTON,I'm not making any excuses.
240,10-9-16,general,CLINTON,It was a mistake.
241,10-9-16,general,CLINTON,And I am very sorry about that.
242,10-9-16,general,CLINTON,But I think it's also important to point out where there are some misleading accusations from critics and others.
243,10-9-16,general,CLINTON,"After a year-long investigation, there is no evidence that anyone hacked the server I was using and there is no evidence that anyone can point to at all—anyone who says otherwise has no basis—that any classified material ended up in the wrong hands."
244,10-9-16,general,CLINTON,I take classified materials very seriously and always have.
245,10-9-16,general,CLINTON,"When I was on the Senate Armed Services Committee, I was privy to a lot of classified material."
246,10-9-16,general,CLINTON,"Obviously, as secretary of state, I had some of the most important secrets that we possess, such as going after bin Laden."
247,10-9-16,general,CLINTON,So I am very committed to taking classified information seriously.
248,10-9-16,general,CLINTON,"And as I said, there is no evidence that any classified information ended up in the wrong hands."
249,10-9-16,general,RADDATZ," OK, we're going to move on."
250,10-9-16,general,TRUMP, And yet she didn't know the word—the letter C on a document.
251,10-9-16,general,TRUMP,Right?
252,10-9-16,general,TRUMP,She didn't even know what that word—what that letter meant.
253,10-9-16,general,TRUMP,"You know, it's amazing."
254,10-9-16,general,TRUMP,I'm watching Hillary go over facts.
255,10-9-16,general,TRUMP,"And she's going after fact after fact, and she's lying again, because she said she—you know, what she did with the e-mail was fine."
256,10-9-16,general,TRUMP,"You think it was fine to delete 33,000 e-mails?"
257,10-9-16,general,TRUMP,I don't think so.
258,10-9-16,general,TRUMP,"She said the 33,000 e-mails had to do with her daughter's wedding, number one, and a yoga class."
259,10-9-16,general,TRUMP,"Well, maybe we'll give three or three or four or five or something."
260,10-9-16,general,TRUMP,"33,000 e-mails deleted, and now she's saying there wasn't anything wrong."
261,10-9-16,general,TRUMP,"And more importantly, that was after getting a subpoena."
262,10-9-16,general,TRUMP,That wasn't before.
263,10-9-16,general,TRUMP,That was after.
264,10-9-16,general,TRUMP,She got it from the United States Congress.
265,10-9-16,general,TRUMP,"And I'll be honest, I am so disappointed in congressmen, including Republicans, for allowing this to happen."
266,10-9-16,general,TRUMP,"Our Justice Department, where our husband goes on to the back of a airplane for 39 minutes, talks to the attorney general days before a ruling is going to be made on her case."
267,10-9-16,general,TRUMP,"But for you to say that there was nothing wrong with you deleting 39,000 e-mails, again, you should be ashamed of yourself."
268,10-9-16,general,TRUMP,What you did—and this is after getting a subpoena from the United States Congress.
269,10-9-16,general,COOPER, We have to move on.
270,10-9-16,general,TRUMP, You did that.
271,10-9-16,general,TRUMP,Wait a minute.
272,10-9-16,general,TRUMP,One second.
273,10-9-16,general,COOPER," Secretary Clinton, you can respond, and then we got to move on."
274,10-9-16,general,RADDATZ, We want to give the audience a chance.
275,10-9-16,general,TRUMP," If you did that in the private sector, you'd be put in jail, let alone after getting a subpoena from the United States Congress."
276,10-9-16,general,COOPER," Secretary Clinton, you can respond."
277,10-9-16,general,COOPER,Then we have to move on to an audience question.
278,10-9-16,general,CLINTON," Look, it's just not true."
279,10-9-16,general,CLINTON,"And so please, go to..."
280,10-9-16,general,TRUMP," Oh, you didn't delete them?"
281,10-9-16,general,COOPER," Allow her to respond, please."
282,10-9-16,general,CLINTON," It was personal e-mails, not official."
283,10-9-16,general,TRUMP," Oh, 33,000?"
284,10-9-16,general,TRUMP,Yeah.
285,10-9-16,general,CLINTON," Not—well, we turned over 35,000, so..."
286,10-9-16,general,TRUMP," Oh, yeah."
287,10-9-16,general,TRUMP,"What about the other 15,000?"
288,10-9-16,general,COOPER, Please allow her to respond.
289,10-9-16,general,COOPER,She didn't talk while you talked.
290,10-9-16,general,CLINTON," Yes, that's true, I didn't."
291,10-9-16,general,TRUMP, Because you have nothing to say.
292,10-9-16,general,CLINTON," I didn't in the first debate, and I'm going to try not to in this debate, because I'd like to get to the questions that the people have brought here tonight to talk to us about."
293,10-9-16,general,TRUMP, Get off this question.
294,10-9-16,general,CLINTON," OK, Donald."
295,10-9-16,general,CLINTON,"I know you're into big diversion tonight, anything to avoid talking about your campaign and the way it's exploding and the way Republicans are leaving you."
296,10-9-16,general,CLINTON,But let's at least focus...
297,10-9-16,general,TRUMP, Let's see what happens...[crosstalk]
298,10-9-16,general,COOPER, Allow her to respond.
299,10-9-16,general,CLINTON, ... on some of the issues that people care about tonight.
300,10-9-16,general,CLINTON,Let's get to their questions.
301,10-9-16,general,COOPER, We have a question here from Ken Karpowicz.
302,10-9-16,general,COOPER,He has a question about health care.
303,10-9-16,general,COOPER,Ken?
304,10-9-16,general,TRUMP," I'd like to know, Anderson, why aren't you bringing up the e-mails?"
305,10-9-16,general,TRUMP,I'd like to know.
306,10-9-16,general,TRUMP,Why aren't you bringing...
307,10-9-16,general,COOPER, We brought up the e-mails.
308,10-9-16,general,TRUMP," No, it hasn't."
309,10-9-16,general,TRUMP,It hasn't.
310,10-9-16,general,TRUMP,And it hasn't been finished at all.
311,10-9-16,general,COOPER, Ken Karpowicz has a question.
312,10-9-16,general,TRUMP, It's nice to—one on three.
313,10-9-16,general,QUESTION, Thank you.
314,10-9-16,general,QUESTION,"Affordable Care Act, known as Obamacare, it is not affordable."
315,10-9-16,general,QUESTION,Premiums have gone up.
316,10-9-16,general,QUESTION,Deductibles have gone up.
317,10-9-16,general,QUESTION,Copays have gone up.
318,10-9-16,general,QUESTION,Prescriptions have gone up.
319,10-9-16,general,QUESTION,And the coverage has gone down.
320,10-9-16,general,QUESTION,What will you do to bring the cost down and make coverage better?
321,10-9-16,general,COOPER," That first one goes to Secretary Clinton, because you started out the last one to the audience."
322,10-9-16,general,CLINTON," If he wants to start, he can start."
323,10-9-16,general,CLINTON,"No, go ahead, Donald."
324,10-9-16,general,TRUMP," No, I'm a gentlemen, Hillary."
325,10-9-16,general,TRUMP,Go ahead.
326,10-9-16,general,TRUMP,[laughter]
327,10-9-16,general,COOPER, Secretary Clinton?
328,10-9-16,general,CLINTON," Well, I think Donald was about to say he's going to solve it by repealing it and getting rid of the Affordable Care Act."
329,10-9-16,general,CLINTON,"And I'm going to fix it, because I agree with you."
330,10-9-16,general,CLINTON,Premiums have gotten too high.
331,10-9-16,general,CLINTON,"Copays, deductibles, prescription drug costs, and I've laid out a series of actions that we can take to try to get those costs down."
332,10-9-16,general,CLINTON,"But here's what I don't want people to forget when we're talking about reining in the costs, which has to be the highest priority of the next president, when the Affordable Care Act passed, it wasn't just that 20 million got insurance who didn't have it before."
333,10-9-16,general,CLINTON,But that in and of itself was a good thing.
334,10-9-16,general,CLINTON,"I meet these people all the time, and they tell me what a difference having that insurance meant to them and their families."
335,10-9-16,general,CLINTON,"But everybody else, the 170 million of us who get health insurance through our employees got big benefits."
336,10-9-16,general,CLINTON,"Number one, insurance companies can't deny you coverage because of a pre-existing condition."
337,10-9-16,general,CLINTON,"Number two, no lifetime limits, which is a big deal if you have serious health problems."
338,10-9-16,general,CLINTON,"Number three, women can't be charged more than men for our health insurance, which is the way it used to be before the Affordable Care Act."
339,10-9-16,general,CLINTON,"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before."
340,10-9-16,general,CLINTON,So I want very much to save what works and is good about the Affordable Care Act.
341,10-9-16,general,CLINTON,But we've got to get costs down.
342,10-9-16,general,CLINTON,We've got to provide additional help to small businesses so that they can afford to provide health insurance.
343,10-9-16,general,CLINTON,"But if we repeal it, as Donald has proposed, and start over again, all of those benefits I just mentioned are lost to everybody, not just people who get their health insurance on the exchange."
344,10-9-16,general,CLINTON,And then we would have to start all over again.
345,10-9-16,general,CLINTON,"Right now, we are at 90 percent health insurance coverage."
346,10-9-16,general,CLINTON,That's the highest we've ever been in our country.
347,10-9-16,general,COOPER," Secretary Clinton, your time is up."
348,10-9-16,general,CLINTON," So I want us to get to 100 percent, but get costs down and keep quality up."
349,10-9-16,general,COOPER," Mr. Trump, you have two minutes."
350,10-9-16,general,TRUMP," It is such a great question and it's maybe the question I get almost more than anything else, outside of defense."
351,10-9-16,general,TRUMP,Obamacare is a disaster.
352,10-9-16,general,TRUMP,You know it.
353,10-9-16,general,TRUMP,We all know it.
354,10-9-16,general,TRUMP,It's going up at numbers that nobody's ever seen worldwide.
355,10-9-16,general,TRUMP,Nobody's ever seen numbers like this for health care.
356,10-9-16,general,TRUMP,It's only getting worse.
357,10-9-16,general,TRUMP,"In '17, it implodes by itself."
358,10-9-16,general,TRUMP,"Their method of fixing it is to go back and ask Congress for more money, more and more money."
